Unnamed: 0_level_0,R_KNEE_MOMENT,R_KNEE_MOMENT,R_KNEE_MOMENT,L_KNEE_MOMENT,L_KNEE_MOMENT,L_KNEE_MOMENT,R_HIP_MOMENT,R_HIP_MOMENT,R_HIP_MOMENT,L_HIP_MOMENT,L_HIP_MOMENT,L_HIP_MOMENT,R_ANKLE_MOMENT,R_ANKLE_MOMENT,R_ANKLE_MOMENT,L_ANKLE_MOMENT,L_ANKLE_MOMENT,L_ANKLE_MOMENT,WAIST_JOINT_MOMENT,WAIST_JOINT_MOMENT,WAIST_JOINT_MOMENT,NECK_MOMENT,NECK_MOMENT,NECK_MOMENT,L_SHOULDER_MOMENT,L_SHOULDER_MOMENT,L_SHOULDER_MOMENT,R_SHOULDER_MOMENT,R_SHOULDER_MOMENT,R_SHOULDER_MOMENT,L_ELBOW_MOMENT,L_ELBOW_MOMENT,L_ELBOW_MOMENT,R_ELBOW_MOMENT,R_ELBOW_MOMENT,R_ELBOW_MOMENT,L_WRIST_MOMENT,L_WRIST_MOMENT,L_WRIST_MOMENT,R_WRIST_MOMENT,R_WRIST_MOMENT,R_WRIST_MOMENT
1647,-50.33731,11.19706,-5.4174,-11.00482,-3.9468,-0.69072,-38.34618,-38.36414,2.85124,1.04205,-6.60745,-0.17298,-73.08836,59.86719,-14.26778,-8.25743,-0.73257,-0.29569,-4.98935,11.0903,-1.7649,1.94821,-21.58785,12.88054,0.53639,1.87109,0.78031,4.53943,-5.57837,0.22489,1.32977,-1.71773,-0.31449,2.83666,1.35441,-0.08454,0.1698,-0.27138,0.00671,0.45658,0.137,0.19055
1648,-52.80625,10.84692,-5.09474,-9.53971,-5.11918,-0.60121,-45.0901,-35.02454,2.98084,3.33676,-11.7171,0.77981,-73.0568,59.74085,-14.16249,-7.06201,-0.71761,-0.3548,-8.08279,10.55964,-2.65994,6.5053,-35.27896,21.01795,-3.25044,4.11299,2.18742,6.75689,-5.97892,1.77657,2.07288,-2.21175,-0.58313,2.58197,1.56268,-0.41931,0.27861,-0.32897,-0.00125,0.40736,0.22366,0.0543
1649,-54.46384,10.80928,-4.79727,-8.54315,-3.3451,-0.24763,-49.80095,-27.00359,2.6447,3.68085,-6.85392,2.65853,-72.85331,59.5885,-13.9992,-5.93727,-0.55702,-0.28235,-10.81642,28.0178,-3.52443,13.61419,-38.29729,23.5287,-3.12811,3.947,2.85306,8.54579,-4.88476,4.26144,2.22693,-2.60466,-0.12686,2.06715,0.97467,-0.17568,0.30301,-0.34961,0.12943,0.38268,0.22194,-0.10603
1650,-54.23189,10.237,-4.62417,-8.75895,-0.69963,-0.06109,-48.3959,-22.51833,2.32896,0.48475,1.04798,2.14472,-72.47333,59.1965,-13.83491,-4.93122,-0.4019,-0.10368,-11.53088,44.85471,-4.92211,13.91547,-25.79855,18.92706,0.87302,0.92735,2.10819,7.66201,-3.02921,5.27997,1.81825,-2.78068,0.67185,1.58949,-0.037,0.59814,0.24521,-0.33084,0.28426,0.33458,0.09156,-0.10119
1651,-52.90459,8.18141,-4.38816,-9.2014,-0.19372,-0.29957,-45.85471,-29.06297,3.08774,-2.33639,0.16455,-2.38051,-72.06885,58.54691,-13.68088,-4.01533,-0.4085,0.04026,-13.08845,35.55868,-9.07889,8.26122,-5.45802,8.73905,6.12516,-2.39588,0.37141,5.14965,-2.4764,3.75807,1.63634,-2.85591,0.88397,1.64668,-0.44464,1.08163,0.28472,-0.29494,0.22648,0.27374,-0.05878,0.05295
1652,-51.53736,5.57675,-4.10433,-8.55241,-0.79431,-0.43021,-46.14553,-42.41759,4.48173,-0.86011,-5.19089,-5.7054,-71.75538,57.82892,-13.49311,-3.12737,-0.39477,0.12281,-15.19454,10.51275,-10.90709,-0.24219,3.94087,-2.09991,9.97359,-3.24879,-1.18698,3.66414,-3.69745,1.16976,1.93666,-2.76679,0.29541,2.02097,0.22389,0.60794,0.4651,-0.24364,-0.04953,0.20723,-0.068,0.13475
1653,-50.73874,4.75284,-4.04241,1.19471,1.41011,0.11395,-47.63885,-47.88928,4.78147,18.04956,-0.82363,-2.48367,-71.49921,57.16634,-13.25278,0.79741,0.19986,0.17916,2.02114,9.74418,-5.74767,-9.72359,-6.18956,-8.06851,11.81435,-1.63623,-1.6655,3.90487,-5.00294,-0.33709,1.77369,-2.31776,-0.12052,2.24941,1.18802,-0.23547,0.54079,-0.14868,-0.2805,0.16631,0.04485,0.08134
1654,-50.57389,6.14665,-4.22638,2.45406,1.55267,0.20013,-48.26858,-38.82245,3.32066,21.94579,3.69553,1.33399,-71.20785,56.55601,-12.96744,0.99476,0.23261,0.04615,7.16779,30.24021,-2.66823,-11.9677,-20.58267,-7.04375,11.8045,0.53577,-1.02381,4.64634,-5.32565,-0.56529,0.76987,-1.79454,0.25797,2.43225,1.6548,-0.65578,0.32432,-0.06318,-0.24485,0.21542,0.15156,-0.01825
1655,-51.13239,7.1354,-4.17192,2.67093,-0.29107,-0.15773,-49.97842,-28.56645,2.09324,24.50611,0.40381,1.50377,-70.79172,55.9531,-12.65216,1.00015,0.08057,-0.17486,13.62022,43.96115,-7.00605,-5.22985,-20.71963,-1.16866,9.39599,1.87374,0.10775,5.04433,-5.45039,-0.75214,-0.02505,-1.65685,0.75057,2.70602,1.7523,-0.86058,-0.02796,-0.07175,-0.01574,0.31029,0.2035,-0.14103
1656,-51.84788,5.43078,-3.54032,1.6814,-2.16604,-0.44132,-53.54669,-32.52706,3.12655,24.54827,-6.67713,-0.36852,-70.16777,55.30626,-12.31623,0.75494,-0.07339,-0.30307,14.69272,32.69183,-11.1353,-2.33941,-10.25395,4.58846,5.96668,1.67819,1.06883,5.50748,-5.92646,-0.8479,-0.18127,-1.96927,0.99323,2.87618,1.69584,-1.0477,-0.27518,-0.16308,0.20445,0.35354,0.18071,-0.22453
1657,-51.08876,2.49375,-2.82761,0.04518,-1.42393,-0.21306,-53.72657,-44.75875,4.92627,21.73389,-6.49174,-0.39204,-69.33359,54.6146,-11.95567,0.38231,-0.08849,-0.21833,11.76315,16.69907,-8.29302,-8.29551,-4.42093,4.40171,5.18114,-0.15061,1.21761,6.2475,-6.01069,0.01428,-0.14827,-2.45664,1.28622,2.93904,1.35042,-0.72789,-0.30973,-0.24477,0.2992,0.36508,0.06705,-0.13665
1658,-48.41878,1.13712,-2.64973,-1.89343,0.89428,0.15084,-46.52893,-49.15609,4.85808,15.77415,-0.22733,0.21278,-68.3289,53.89933,-11.58056,0.00484,-0.05821,-0.01967,9.37502,16.42098,-3.95906,-11.48318,-6.03105,-3.34937,7.80904,-2.46148,0.09696,6.34524,-5.16046,1.13874,0.46854,-2.77023,1.18772,3.12257,0.88972,0.21814,-0.06718,-0.26968,0.227,0.39834,-0.04467,0.08897
1659,-45.8711,1.35674,-2.78597,-3.38746,2.31564,0.2384,-36.98795,-44.0691,3.2633,7.87141,3.55031,-0.91185,-67.21242,53.13378,-11.22889,-0.21948,-0.05019,0.12888,7.34697,25.52864,-3.8835,-6.98636,-10.53157,-10.87634,9.97795,-3.49853,-1.49548,5.42784,-3.869,1.35918,1.84667,-2.67074,0.30146,3.18092,0.78876,0.93934,0.33898,-0.27835,0.05861,0.38086,-0.01498,0.21256
1660,-45.20109,1.43411,-2.69229,-3.0493,1.96641,0.15477,-33.45245,-38.322,2.03555,4.09207,1.91937,-2.01732,-66.13368,52.28968,-10.90068,-0.14374,0.00553,0.14548,6.73907,30.5226,-6.00379,-3.99023,-16.91461,-8.75025,9.02883,-2.60444,-1.88601,4.74971,-3.10979,0.85847,2.64189,-2.28983,-0.45336,2.80773,1.18226,0.61194,0.56483,-0.29107,-0.04866,0.29239,0.15398,0.08031
1661,-45.43424,1.11284,-2.34426,-0.88025,0.04809,-0.04137,-37.24768,-34.61567,1.75155,8.91409,-2.06052,-1.26997,-65.18446,51.37932,-10.52248,0.14508,0.06288,0.01147,9.95996,30.89766,-7.16162,-3.65777,-20.80879,0.43223,7.14868,-0.6517,-0.74517,5.16629,-3.536,0.3978,1.8634,-2.00648,-0.20731,2.27062,1.64159,-0.38248,0.43773,-0.2551,-0.05466,0.24594,0.28565,-0.14231
1662,-44.73218,1.00886,-1.97847,1.12391,-1.77149,-0.35327,-43.28358,-32.01508,2.44925,16.12809,-3.18493,-0.06972,-64.26405,50.43703,-10.06675,0.39244,0.00539,-0.16562,10.75416,31.77666,-6.55897,5.46091,-17.47135,5.54466,7.2901,0.89784,0.57361,6.00453,-4.6698,0.52417,0.38545,-2.01027,0.60452,2.1153,1.61144,-0.72001,0.17693,-0.17234,-0.04298,0.31037,0.22695,-0.1363
1663,-42.79525,0.54701,-1.59801,1.64996,-1.29653,-0.48899,-46.82955,-34.06044,4.32196,17.64017,0.8809,0.29755,-63.24648,49.4895,-9.62948,0.45913,-0.09684,-0.21002,3.79014,30.68266,-3.92939,20.64523,-12.51055,3.77011,8.11294,1.46036,1.17658,6.3678,-5.20792,1.50334,-0.15858,-2.19828,0.97292,2.36126,0.96492,0.19326,0.09526,-0.13589,-0.05186,0.38961,0.01585,0.14781
1664,-40.57817,-1.05704,-1.1625,1.53922,1.19256,-0.15665,-45.7343,-42.42318,6.33107,16.46031,5.9729,1.0271,-62.15083,48.55745,-9.30916,0.4319,-0.05637,-0.07669,0.34283,23.74173,0.30729,19.4302,-15.01473,2.51572,6.11838,1.83128,1.67525,6.06664,-4.67441,2.67229,0.45934,-2.32888,0.6868,2.34358,0.22212,1.24564,0.15983,-0.18966,-0.01279,0.3193,-0.15142,0.36584
1665,-38.92616,-2.78028,-0.86786,2.10488,2.88025,0.39394,-40.97533,-49.61785,6.5938,18.61278,5.61019,2.44882,-61.0657,47.69672,-9.07306,0.48797,0.11267,0.08992,10.07233,15.44374,2.82902,-3.11121,-23.08238,3.75862,2.24163,2.29303,2.33882,5.66593,-3.91394,2.66952,0.83233,-2.15291,0.43823,1.97119,0.19843,1.05344,0.10817,-0.26196,0.10693,0.15667,-0.10264,0.22451
1666,-38.33657,-2.82375,-0.81676,3.20759,1.85757,0.48702,-38.85553,-47.1784,5.37364,20.99287,-0.37484,2.11687,-60.01785,46.95015,-8.81657,0.62973,0.12707,0.09714,17.35285,12.5142,-0.45888,-19.1943,-23.14533,1.35418,1.4191,1.70422,1.94246,5.79619,-3.88037,1.27999,0.26501,-1.65826,0.54911,1.78763,1.00085,-0.24199,-0.04558,-0.26991,0.18623,0.1028,0.10721,-0.1373
1667,-38.66179,-1.46417,-0.74997,3.45621,-0.49794,-0.07755,-43.75241,-38.02666,5.08958,18.44224,-4.46899,-0.64983,-59.02067,46.25683,-8.5176,0.65884,-0.14545,-0.06603,5.75044,16.0892,-6.49778,-10.33736,-9.70853,-3.33777,4.69884,0.1793,0.25631,6.33775,-4.73496,-0.1347,-0.19676,-1.24068,0.5776,1.78677,1.79992,-1.38437,-0.06577,-0.20548,0.12096,0.17586,0.25934,-0.36383
1668,-38.50119,-1.06885,-0.46306,2.41576,-1.46717,-0.61265,-49.02914,-33.25174,6.34383,13.97311,-1.91631,-2.47448,-58.1807,45.55599,-8.24733,0.56241,-0.38994,-0.18889,-10.17963,21.61886,-6.77404,3.37758,1.52325,-0.7127,7.62691,-0.22448,-0.78905,6.41652,-5.61596,-0.43018,0.35486,-1.24068,0.2161,1.47744,1.85643,-1.53573,0.06764,-0.10004,-0.01142,0.19847,0.23563,-0.30202
1669,-36.99246,-2.21213,-0.21255,0.64584,-1.04759,-0.54586,-47.80184,-35.18188,6.98632,12.42808,0.7128,-1.81853,-57.60282,44.91715,-8.05073,0.45249,-0.32552,-0.16308,-10.2242,23.55384,-2.1744,-2.62192,-3.31664,8.20088,7.61727,0.6356,-0.44164,5.37158,-5.15516,0.11731,1.23508,-1.44737,-0.2002,0.97714,1.31021,-0.84875,0.15314,-0.00432,-0.07373,0.10389,0.12985,-0.10415
1670,-35.10863,-3.10569,-0.29067,-0.5173,-0.26594,-0.02572,-43.33457,-36.67288,5.83619,13.92567,-0.63349,0.04489,-57.19389,44.41353,-7.91139,0.40582,-0.08314,-0.03825,1.58046,24.20203,0.03041,-17.22497,-14.86945,10.48243,6.70915,0.39195,-0.4356,3.85535,-3.43478,0.28631,1.52115,-1.42573,-0.34517,1.18272,0.90646,-0.0197,0.1408,0.02369,-0.05561,0.09014,0.09199,0.016
1671,-33.74444,-3.12754,-0.55137,0.46354,0.87059,0.48088,-38.79292,-36.49933,3.99891,17.21511,-0.82575,2.20358,-56.72479,44.04486,-7.78421,0.5411,0.08084,0.14412,14.55841,25.96131,-0.46512,-13.63209,-19.52345,3.13656,6.26284,-1.16843,-1.28132,3.18152,-2.16466,-0.29975,1.47332,-1.24081,-0.36309,2.25316,0.95868,0.45515,0.17574,-0.02807,-0.04158,0.28383,0.12556,0.02527
1672,-32.93071,-3.27436,-0.64478,2.54743,1.84759,0.68475,-32.89554,-39.42305,2.82904,19.05486,1.52537,3.47834,-56.10938,43.79779,-7.62844,0.82306,0.11534,0.31964,23.30653,23.10184,-0.13783,5.04176,-18.12727,-2.23883,5.04565,-1.53331,-1.21998,3.73952,-1.97886,-0.25256,1.46921,-1.2047,-0.35314,2.89983,0.98779,0.5446,0.2633,-0.10592,-0.05065,0.46861,0.13049,0.01019
1673,-33.2204,-3.65115,-0.42561,3.70604,1.86037,0.53687,-29.63576,-43.5,3.16306,17.71668,3.05685,2.81497,-55.44815,43.5637,-7.47559,1.00831,0.0848,0.38265,22.5276,17.28437,0.91107,10.74202,-16.42802,0.10523,3.46935,-0.38619,-0.14111,4.90451,-2.10503,1.31663,1.13059,-1.15991,-0.14026,2.25839,0.66993,0.40849,0.25935,-0.16052,-0.02135,0.41346,0.07016,0.02016
1674,-34.82599,-3.39333,-0.07954,3.99322,0.74091,0.08312,-33.99023,-42.35642,4.99916,18.02368,2.17508,0.51965,-54.8306,43.12837,-7.41423,0.91161,-0.01521,0.28684,15.6257,16.56404,0.04422,-3.31361,-13.15296,1.81511,4.00134,-0.27259,-0.24192,5.84476,-2.85377,2.60697,0.17997,-0.76857,0.32982,1.24534,0.41471,0.21627,0.1422,-0.19262,0.06359,0.2086,-0.0119,0.06083
1675,-36.02697,-2.76349,0.07326,4.42268,-1.07403,-0.45699,-39.86849,-37.36687,6.78374,24.27202,-1.56075,-2.34606,-54.31484,42.44381,-7.46245,0.62192,-0.16435,0.11144,16.88359,16.92477,-4.24483,-14.12162,-4.46958,-3.26838,6.50415,-1.67147,-1.80925,5.91087,-4.9632,1.49395,-0.81187,-0.2641,0.76498,1.08687,0.59388,0.15063,0.01984,-0.19958,0.13443,0.07764,-0.0698,0.11861
1676,-35.66151,-2.47299,-0.06941,4.1875,-2.37426,-0.67817,-39.27946,-34.55085,6.88824,29.31982,-6.32583,-4.1321,-53.97947,41.76057,-7.51373,0.31133,-0.24746,-0.02066,25.78588,12.9352,-9.27478,-9.82001,1.72302,-7.36482,7.28837,-1.68461,-2.01586,4.91711,-6.68221,-0.97683,-0.85948,-0.29742,0.7501,1.50445,0.96093,0.13367,-0.02921,-0.15572,0.12633,0.06622,-0.06252,0.1238
1677,-35.20515,-2.76168,-0.2084,2.03496,-1.36203,-0.29278,-36.15979,-36.59827,5.96391,23.04774,-5.51529,-2.38254,-53.8455,41.29432,-7.49842,0.1031,-0.18544,-0.0245,23.21729,12.94875,-7.99285,-5.37714,-8.71676,-0.89655,4.29491,0.98172,0.7476,3.98491,-5.63075,-1.72331,0.12936,-1.08958,0.36749,1.47314,1.21606,-0.15787,-0.00917,-0.10471,0.08884,0.09281,0.039,0.02266
1678,-35.43291,-3.81208,-0.11698,-1.06908,1.77659,0.46776,-36.6992,-42.63659,5.70313,8.80618,2.72364,2.53076,-53.83644,40.99387,-7.48079,0.14704,-0.04154,0.09159,5.1542,21.24289,1.30029,-11.98048,-27.03274,10.79426,0.74638,3.24038,3.67735,4.84238,-2.78288,0.52848,0.90054,-1.92376,0.23676,0.89757,1.33536,-0.63504,0.01546,-0.12891,0.11912,0.12734,0.18078,-0.09939
1679,-35.1741,-4.89699,-0.0011,-2.13324,3.94011,0.86068,-38.73337,-47.80679,6.44642,1.3991,10.14133,5.75524,-53.82452,40.72871,-7.52764,0.54566,0.02255,0.19623,-7.92432,28.78036,9.46583,-19.6821,-27.60492,13.68244,1.09258,2.22423,3.11904,7.19322,-1.06225,3.94261,0.57235,-1.83682,0.47717,0.48956,1.24865,-0.73751,0.00305,-0.17382,0.16754,0.16642,0.25176,-0.12033
1680,-34.20181,-4.73242,-0.08556,0.63749,2.85338,0.38366,-37.69259,-46.48315,7.21771,9.73955,9.95308,4.07714,-53.69642,40.47909,-7.59529,1.12341,-0.10645,0.13929,1.39506,29.93962,8.10699,-17.39366,-10.02559,4.39659,5.2068,-0.36104,-0.15114,8.18571,-1.29739,5.36638,-0.1019,-1.01297,0.49775,0.56291,0.86251,-0.31429,0.00247,-0.11948,0.09078,0.15137,0.20261,-0.07109
1681,-33.49176,-3.46819,-0.33385,5.23899,0.07722,-0.4941,-33.3306,-39.26072,6.54929,27.70169,3.83465,0.05359,-53.47137,40.29333,-7.58784,1.46829,-0.31917,-0.05285,28.61006,27.33844,-1.34138,-8.32871,2.11222,-7.11946,8.90005,-1.36698,-2.42495,5.8111,-2.2853,3.06017,-0.0949,-0.5115,0.06803,0.89038,0.43938,0.14564,0.04885,-0.00051,-0.08318,0.05522,0.08287,-0.05103
1682,-33.8509,-2.41005,-0.58674,8.07288,-1.94991,-0.93851,-30.51193,-32.06637,4.13562,41.20827,-4.79683,-2.84544,-53.27214,40.14871,-7.49921,1.34594,-0.42631,-0.21765,50.67507,21.707,-12.4669,-0.29507,0.18674,-10.4659,8.83387,-0.69461,-2.17642,2.29334,-3.339,-1.00838,0.48019,-0.71718,-0.37203,1.21992,0.39076,0.29939,0.09978,0.02699,-0.17237,-0.02157,-0.02902,-0.0268
1683,-35.64569,-2.07547,-0.65996,8.00466,-3.11598,-0.83799,-33.60616,-30.21132,2.22864,40.84145,-12.49349,-3.75589,-53.13461,40.01058,-7.44303,0.96982,-0.43843,-0.26268,47.33976,14.17767,-17.69705,2.84972,-7.49507,-3.98667,5.7742,-0.14789,-0.78415,1.51743,-4.23041,-2.60101,0.83698,-1.16333,-0.3935,1.27827,0.61448,0.29952,0.11935,-0.08708,-0.109,0.00392,-0.09758,0.08408
1684,-38.10937,-1.74451,-0.5351,5.96348,-3.9122,-0.5587,-40.06608,-33.83931,3.01503,29.09926,-14.94982,-3.12389,-53.01031,39.9796,-7.49814,0.69796,-0.43655,-0.19296,24.20065,10.84393,-13.61171,1.53604,-17.63768,4.20204,3.20673,-0.39991,0.04686,3.27426,-4.25892,-0.82318,0.46237,-1.28385,0.02464,1.08868,0.67518,0.41044,0.08034,-0.19326,0.01179,0.09195,-0.1113,0.22064
1685,-39.28742,-1.5286,-0.3221,3.85737,-3.56446,-0.30193,-43.32871,-39.70584,5.75042,19.97235,-11.66511,-2.14112,-52.87477,40.0401,-7.61779,0.69236,-0.38392,-0.02991,9.56396,12.15708,-6.59759,1.40268,-24.18287,3.82153,3.41059,-0.91761,-0.33458,3.82739,-3.48996,0.24532,-0.26621,-0.8725,0.45029,1.10381,0.67772,0.48923,-0.0115,-0.12445,0.06993,0.15449,-0.03487,0.20936
1686,-38.37336,-2.63211,-0.03814,-4.0919,-0.9216,0.42907,-40.13077,-45.92326,8.27049,8.80727,-4.87514,-1.20999,-52.76987,39.94714,-7.73843,-3.19988,0.67208,0.48113,2.86351,10.32051,-2.40745,1.95489,-14.2243,-4.27692,5.46257,-1.24279,-1.47078,2.44336,-3.26671,-1.71132,-0.50031,-0.24906,0.42195,1.37213,1.03267,0.13623,-0.07633,0.07363,0.03107,0.13148,0.10812,0.00861
1687,-36.6167,-4.18561,0.13146,-4.08218,0.80879,0.37958,-32.39808,-49.7627,8.98148,14.81971,-1.50511,-1.92056,-52.76921,39.66693,-7.82232,-3.90898,1.02482,0.55227,20.06633,4.52072,-2.72394,-6.73734,3.88408,-6.94725,6.50901,-1.19137,-1.9904,2.83963,-3.82333,-2.673,-0.13429,-0.06108,0.12377,1.33741,1.46669,-0.54053,-0.06271,0.15562,-0.01518,0.05414,0.19258,-0.19304
1688,-35.3206,-3.36001,-0.2413,-4.03194,0.88727,0.26538,-25.10806,-46.088,7.04873,13.67552,-1.60921,-1.97296,-52.88526,39.43113,-7.82506,-4.76305,1.3609,0.50737,25.14373,5.68087,-2.72542,-19.73836,4.37606,2.21266,5.1507,-0.60218,-0.95278,6.56344,-3.64195,1.13438,0.19575,-0.55663,0.09149,0.76839,1.26508,-0.89519,-0.02138,-0.01256,0.03564,0.00774,0.13652,-0.22144
1689,-34.92918,0.1335,-1.08489,-4.95322,0.25136,0.37084,-23.73167,-35.47637,3.72814,5.02209,-2.24023,-0.1583,-53.01543,39.27333,-7.75324,-5.70311,1.74257,0.48587,14.35975,19.41653,-1.98809,-17.98932,-13.10376,11.81104,3.03279,0.56935,0.97294,9.92122,-2.58583,5.97082,0.32957,-1.29654,0.28358,0.30796,0.60204,-0.6828,0.0062,-0.25569,0.13642,0.03717,0.03278,-0.13543
1690,-35.41999,3.08226,-1.56394,-7.1675,0.59115,0.64701,-29.90934,-27.0213,2.79343,-4.44126,0.6635,2.22463,-52.96372,38.99146,-7.67834,-6.75703,2.10909,0.56069,-4.87548,35.45264,-1.07553,-3.13428,-22.53266,9.34804,2.30318,1.74307,2.29944,9.40104,-2.52954,5.6254,0.55868,-1.75618,0.27868,0.59265,0.51566,-0.39957,0.03744,-0.33133,0.14862,0.11164,0.04539,-0.09798
1691,-36.03055,2.96276,-1.12784,-9.60684,1.21928,0.67617,-36.96001,-28.27703,6.06975,-10.76116,4.15494,1.84599,-52.63608,38.58823,-7.66274,-7.86646,2.32784,0.66497,-22.19872,35.9595,-0.47376,4.55782,-11.54103,-1.96638,3.45475,1.6837,2.1099,5.89892,-3.81587,0.46545,0.55741,-1.82294,0.1958,1.35873,1.24865,-0.35442,0.0474,-0.23858,0.07102,0.19772,0.17392,-0.11187
1692,-35.61324,0.8428,-0.37369,-10.04729,0.80989,0.45202,-34.90045,-37.19137,9.73782,-11.07876,2.11801,-1.21953,-52.24109,38.43216,-7.7,-8.71603,2.50233,0.77629,-22.06047,17.07466,-0.25803,1.43348,6.65482,-9.13505,5.23165,0.19556,0.7528,2.68542,-4.50129,-3.61181,-0.02168,-1.58725,0.32354,1.86583,1.78824,-0.23002,0.00045,-0.13561,0.00671,0.30075,0.24614,-0.04814
1693,-34.1136,-0.23788,-0.27845,-7.55763,0.17008,0.44784,-24.70167,-43.43047,8.80975,-2.94302,-3.68503,-2.61688,-52.04271,38.77057,-7.71496,-9.12211,2.86146,0.95131,-0.23436,-0.87963,-1.5235,0.28177,12.66353,-5.58768,5.83822,-1.24641,-0.78256,2.12662,-3.8863,-2.9419,-0.34817,-1.08669,0.26114,1.68212,1.38833,0.15093,-0.01218,-0.08504,-0.04626,0.33532,0.14081,0.10696
1694,-32.24033,0.85021,-0.86262,-4.20321,0.79741,0.74686,-16.92828,-40.50822,4.26345,7.88685,-3.59213,0.2496,-51.968,39.27097,-7.64227,-9.37241,3.33638,1.14514,22.74732,3.91616,-3.16768,1.15772,0.69753,1.90458,5.41101,-1.59974,-1.94545,4.33313,-3.49508,0.56836,0.36953,-0.47382,-0.34095,0.9167,0.6671,0.33764,0.10382,-0.04299,-0.13204,0.13669,-0.04417,0.18843
1695,-30.27111,2.8947,-1.4035,-2.86127,2.12156,0.89785,-15.91179,-32.26617,1.25058,11.27522,4.89307,4.36472,-51.80104,39.47629,-7.50623,-9.83786,3.66903,1.22882,27.32143,25.55665,-2.15413,-5.43094,-15.78801,4.06896,5.55437,-1.08681,-2.11944,7.35129,-4.17244,3.05791,1.43806,-0.3473,-0.85324,0.07796,0.58656,-0.09573,0.24417,-0.02528,-0.16903,-0.24572,-0.10284,0.06407
1696,-28.51475,4.20399,-1.44086,-3.16477,2.26491,0.64051,-19.07872,-25.875,2.09674,7.00825,11.73237,5.24288,-51.57881,39.35904,-7.4203,-10.33586,3.82294,1.18578,15.89274,37.74442,-0.42211,-11.86076,-20.87328,1.1594,6.31248,-0.11323,-0.60546,8.52329,-5.05925,2.6341,1.5699,-1.14118,-0.47421,-0.17465,1.09187,-0.78268,0.20333,-0.09365,-0.04845,-0.46637,0.00697,-0.16548
1697,-27.22294,4.33232,-1.16851,-2.92038,0.86434,0.25449,-23.45564,-24.46605,4.38243,1.49842,9.87742,3.12175,-51.43189,39.16166,-7.39854,-10.41181,3.97592,1.10501,-0.31643,28.43487,-1.30504,-0.18643,-12.97582,-1.74584,6.67004,0.80013,1.61974,6.84861,-5.22693,-0.1695,0.47182,-2.15572,0.57038,0.4952,1.63213,-1.06677,-0.02878,-0.19856,0.15313,-0.279,0.16483,-0.29387
1698,-26.22327,4.34599,-1.0405,-1.39452,-0.5316,0.15594,-25.95107,-26.36236,4.88516,-1.81224,3.82504,1.66017,-51.31184,39.06473,-7.30531,-10.00152,4.2306,1.09233,-12.34109,11.08587,-3.40876,25.67181,-0.42204,-3.27984,6.58702,0.83332,2.29597,4.15323,-4.44024,-2.93086,-0.84709,-2.20926,1.27795,1.71772,1.9072,-0.7621,-0.20772,-0.21174,0.23483,0.16165,0.24691,-0.23645
1699,-24.86241,5.21031,-1.1818,0.72552,-0.59728,0.3941,-22.88773,-27.69526,3.47957,-2.26304,0.61831,2.19671,-51.10668,39.08295,-7.06557,-9.39536,4.49868,1.2167,-12.42498,2.94354,-4.13922,36.64949,5.97773,-3.62722,6.39107,-0.11849,0.75627,3.07848,-3.24537,-3.10938,-1.11234,-1.21258,1.00978,2.52747,1.73773,-0.16485,-0.15317,-0.10857,0.1269,0.46918,0.19246,-0.06602
1700,-22.7776,6.9089,-1.35771,2.37321,0.36055,0.64402,-14.8594,-25.8133,2.85947,-2.03556,2.33153,2.87798,-50.83156,39.08319,-6.78414,-8.82555,4.64502,1.43459,-3.8185,6.9461,-2.72564,15.71672,-0.55175,-1.88934,6.40359,-0.99475,-1.17794,4.49463,-2.70689,-0.85693,-0.13724,-0.37492,0.12157,2.37555,1.42689,0.22448,0.03128,-0.02124,-0.03452,0.44453,0.09674,0.07822
1701,-21.08132,8.35523,-1.29162,3.29769,1.40181,0.67942,-10.27123,-22.1146,4.60123,-4.42147,6.76654,2.44686,-50.56885,38.93029,-6.6358,-8.24329,4.68176,1.6264,-2.92654,14.04616,-0.27917,-13.82953,-11.72035,-0.30104,7.0589,-1.01836,-1.71554,6.75898,-3.07917,1.19009,1.05243,-0.5551,-0.5014,1.9794,1.48865,0.28371,0.1652,-0.05981,-0.09678,0.31497,0.10492,0.13108
1702,-20.49621,8.51381,-1.04698,4.20955,1.89724,0.62764,-13.23814,-19.09599,6.16167,-9.09393,9.71071,1.84551,-50.31032,38.73499,-6.63232,-7.47593,4.74843,1.71044,-13.89403,16.10247,0.63821,-17.79873,-13.43021,-2.85261,7.95119,-0.65321,-1.05943,7.43762,-3.49185,1.05426,1.36621,-1.15906,-0.37218,2.15412,1.85447,0.21014,0.19767,-0.13855,-0.04637,0.37071,0.2244,0.09985
1703,-19.65127,8.05665,-0.98658,5.95422,1.80757,0.64972,-16.74067,-16.33783,4.7659,-12.23824,9.97895,2.3025,-49.99338,38.72675,-6.59337,-6.49317,4.90437,1.71276,-22.66829,15.54045,-0.22986,-0.00988,-6.01572,-7.38248,8.15568,-0.62518,-0.47972,6.25925,-3.69728,-0.53055,0.6974,-1.18636,0.16659,2.31944,2.04086,-0.04006,0.14029,-0.09039,0.01709,0.46507,0.32335,-0.00221
