Unnamed: 0_level_0,Neck_Joint_Position,Neck_Joint_Position,Neck_Joint_Position,L_ANKLE_POSITION,L_ANKLE_POSITION,L_ANKLE_POSITION,R_ANKLE_POSITION,R_ANKLE_POSITION,R_ANKLE_POSITION,L_KNEE_POSITION,L_KNEE_POSITION,L_KNEE_POSITION,R_KNEE_POSITION,R_KNEE_POSITION,R_KNEE_POSITION,L_HIP_POSITION,L_HIP_POSITION,L_HIP_POSITION,R_HIP_POSITION,R_HIP_POSITION,R_HIP_POSITION,L_SHOULDER_POSITION,L_SHOULDER_POSITION,L_SHOULDER_POSITION,R_SHOULDER_POSITION,R_SHOULDER_POSITION,R_SHOULDER_POSITION,L_ELBOW_POSITION,L_ELBOW_POSITION,L_ELBOW_POSITION,R_ELBOW_POSITION,R_ELBOW_POSITION,R_ELBOW_POSITION,L_WRIST_POSITION,L_WRIST_POSITION,L_WRIST_POSITION,R_WRIST_POSITION,R_WRIST_POSITION,R_WRIST_POSITION
559,0.20368,0.31662,1.48596,-0.03218,0.54861,0.0948,0.24789,0.08341,0.07911,0.05024,0.54275,0.504,0.27344,0.24352,0.46373,0.08425,0.34091,0.88771,0.23386,0.26132,0.89628,0.02625,0.3876,1.42382,0.30973,0.21829,1.40402,0.04181,0.5256,1.16919,0.39751,0.29075,1.13925,0.15034,0.546,1.40769,0.38167,0.42991,1.3538
560,0.20089,0.31971,1.48463,-0.03047,0.55015,0.09227,0.24767,0.08437,0.07923,0.04981,0.54448,0.5019,0.27361,0.24791,0.46237,0.08331,0.34413,0.88642,0.23378,0.26618,0.89488,0.02287,0.38984,1.42301,0.30762,0.2227,1.40151,0.03691,0.52581,1.16719,0.39548,0.28779,1.13486,0.14765,0.54741,1.40457,0.38228,0.43339,1.34527
561,0.19759,0.32332,1.48356,-0.02873,0.5517,0.08998,0.24763,0.0853,0.07929,0.04935,0.54611,0.50003,0.27322,0.25203,0.46108,0.0823,0.34731,0.88541,0.23364,0.27103,0.89358,0.01881,0.39186,1.4228,0.30586,0.22771,1.39892,0.03117,0.52511,1.16547,0.39299,0.28473,1.13019,0.14483,0.54894,1.40124,0.38275,0.43654,1.33634
562,0.19393,0.32748,1.4827,-0.02704,0.55265,0.08808,0.24752,0.08618,0.0795,0.04874,0.54763,0.49857,0.27254,0.25596,0.45999,0.08127,0.35027,0.88472,0.23347,0.27568,0.8925,0.01429,0.39347,1.42289,0.30421,0.23329,1.39641,0.02481,0.52369,1.16393,0.3897,0.28177,1.12548,0.14126,0.54987,1.39809,0.38286,0.43939,1.32737
563,0.1902,0.33197,1.48202,-0.02556,0.55283,0.08646,0.24724,0.08702,0.07999,0.04802,0.54883,0.49737,0.27196,0.25988,0.4591,0.08025,0.35291,0.88428,0.23338,0.28021,0.89163,0.00965,0.39469,1.423,0.30244,0.23949,1.39413,0.01831,0.52208,1.16257,0.3859,0.27907,1.12113,0.13651,0.55003,1.39565,0.38252,0.44257,1.31837
564,0.18664,0.33645,1.48152,-0.02447,0.55248,0.08492,0.2469,0.08779,0.08069,0.04711,0.54937,0.49618,0.2716,0.26382,0.45834,0.07917,0.35538,0.88408,0.2334,0.28497,0.89086,0.00499,0.39543,1.42309,0.30065,0.24638,1.39223,0.01185,0.52085,1.16165,0.38192,0.27677,1.1174,0.13072,0.54971,1.39428,0.38174,0.44674,1.30911
565,0.18326,0.34059,1.48126,-0.02379,0.55186,0.0833,0.24673,0.08855,0.08151,0.04574,0.54902,0.49492,0.27136,0.26764,0.45773,0.07798,0.35786,0.8842,0.23351,0.29028,0.89021,0.00021,0.39536,1.42335,0.29939,0.25392,1.39074,0.00498,0.51978,1.16138,0.37774,0.27479,1.11418,0.1244,0.54931,1.39365,0.38064,0.45185,1.29936
566,0.17987,0.34433,1.48132,-0.02341,0.55121,0.08173,0.24697,0.08934,0.0825,0.0437,0.54776,0.49374,0.27106,0.27121,0.45742,0.07674,0.36021,0.88471,0.23381,0.29623,0.88982,-0.00459,0.39433,1.42395,0.29908,0.26199,1.38959,-0.00287,0.51809,1.16164,0.37325,0.27287,1.11131,0.11796,0.54921,1.39296,0.37943,0.45719,1.28917
567,0.17611,0.34797,1.4818,-0.02329,0.55062,0.08041,0.2476,0.09017,0.08371,0.04116,0.54588,0.49284,0.27054,0.27438,0.45755,0.07553,0.36214,0.8855,0.23435,0.30261,0.88984,-0.00912,0.39252,1.42483,0.29953,0.27056,1.3887,-0.01164,0.51553,1.16216,0.36862,0.27092,1.10891,0.11143,0.54968,1.39187,0.37814,0.46231,1.27899
568,0.17161,0.35202,1.48268,-0.0235,0.55007,0.0795,0.24837,0.09091,0.08514,0.03842,0.54388,0.49229,0.2698,0.27711,0.45808,0.07435,0.36357,0.8864,0.23496,0.309,0.89023,-0.01332,0.39023,1.42583,0.30005,0.27959,1.38802,-0.02053,0.51252,1.16292,0.36422,0.26931,1.10724,0.10468,0.55077,1.39082,0.37643,0.46743,1.26925
569,0.16634,0.35681,1.48377,-0.02418,0.54962,0.07902,0.24913,0.09148,0.08668,0.03555,0.54202,0.49211,0.26877,0.2795,0.45881,0.07318,0.36463,0.88739,0.23538,0.31495,0.8908,-0.01741,0.38737,1.42706,0.30006,0.28903,1.38751,-0.02897,0.50924,1.16411,0.36029,0.2687,1.10641,0.09751,0.55233,1.39043,0.37374,0.47328,1.26007
570,0.16078,0.36219,1.48489,-0.02538,0.54937,0.07896,0.25001,0.09196,0.08823,0.0324,0.54013,0.49229,0.26734,0.28173,0.45959,0.07199,0.36543,0.88857,0.23554,0.32032,0.89142,-0.02139,0.38341,1.42872,0.29969,0.29911,1.38737,-0.03718,0.50522,1.16597,0.35668,0.26974,1.10639,0.08955,0.55406,1.39098,0.36994,0.48062,1.25131
571,0.15554,0.36738,1.48605,-0.02697,0.54933,0.07926,0.2512,0.09241,0.08978,0.02899,0.53799,0.4928,0.26559,0.28386,0.4604,0.07076,0.36596,0.89002,0.23552,0.32548,0.89208,-0.02513,0.37769,1.4307,0.2996,0.31036,1.38791,-0.04565,0.50024,1.16862,0.35304,0.27281,1.1072,0.08051,0.55545,1.39247,0.36546,0.48981,1.24286
572,0.15081,0.37163,1.48743,-0.02868,0.54932,0.07981,0.25274,0.09281,0.09149,0.02561,0.53566,0.4935,0.2639,0.28595,0.46134,0.06943,0.3663,0.89164,0.23539,0.33101,0.89278,-0.02864,0.37016,1.4324,0.30025,0.32333,1.38935,-0.05442,0.49498,1.17186,0.34922,0.27808,1.10897,0.07091,0.55586,1.39472,0.36043,0.50092,1.23491
573,0.14642,0.37503,1.48902,-0.03025,0.54922,0.08046,0.25442,0.0932,0.09349,0.02259,0.53339,0.49426,0.26258,0.28823,0.46243,0.06793,0.36661,0.89333,0.23505,0.33727,0.89349,-0.03187,0.3617,1.43329,0.30142,0.3383,1.39172,-0.06315,0.49022,1.17516,0.34575,0.28603,1.11179,0.06186,0.55483,1.39714,0.35425,0.51413,1.22818
574,0.14224,0.37832,1.49062,-0.03144,0.54912,0.08114,0.25599,0.09377,0.0958,0.02014,0.5314,0.49502,0.2616,0.29104,0.4636,0.06625,0.36692,0.89495,0.23438,0.34407,0.89421,-0.03434,0.35347,1.43348,0.30235,0.35492,1.39489,-0.07179,0.48568,1.17805,0.34371,0.29758,1.11549,0.0537,0.55244,1.39912,0.34629,0.52988,1.22357
575,0.1383,0.38195,1.4921,-0.0322,0.54927,0.08188,0.25747,0.09477,0.09843,0.01828,0.52979,0.49581,0.26073,0.29467,0.46483,0.06453,0.36702,0.89643,0.23343,0.35084,0.89504,-0.03556,0.34609,1.43379,0.30215,0.37184,1.39869,-0.08051,0.48035,1.18065,0.34404,0.31377,1.11953,0.04561,0.54911,1.40075,0.33684,0.54867,1.2216
576,0.13455,0.38581,1.49362,-0.03271,0.54978,0.08274,0.25901,0.09639,0.1013,0.01694,0.52847,0.49669,0.25989,0.29908,0.46618,0.06292,0.36665,0.89772,0.23231,0.35698,0.89614,-0.0355,0.33932,1.43488,0.30031,0.38764,1.40291,-0.08909,0.47373,1.1835,0.34675,0.3353,1.12334,0.03709,0.54514,1.40272,0.32651,0.57075,1.22234
577,0.13081,0.38961,1.49541,-0.03303,0.55042,0.0837,0.26077,0.09856,0.10422,0.01589,0.5273,0.49763,0.25916,0.30398,0.46756,0.06129,0.3658,0.89886,0.23092,0.36222,0.89744,-0.03443,0.33237,1.43682,0.29684,0.40234,1.40723,-0.09695,0.4658,1.18699,0.35073,0.36209,1.12699,0.02877,0.54069,1.40531,0.31527,0.59578,1.22588
578,0.12699,0.39324,1.49754,-0.03305,0.5508,0.08459,0.26262,0.1011,0.10689,0.01491,0.52608,0.49855,0.2586,0.3091,0.46874,0.05944,0.36452,0.89985,0.2291,0.36653,0.89864,-0.03248,0.32468,1.43969,0.29204,0.41726,1.41135,-0.10366,0.45603,1.19108,0.35455,0.39322,1.13104,0.0217,0.5362,1.40772,0.3029,0.62281,1.23238
579,0.12313,0.39665,1.49987,-0.03261,0.55068,0.08534,0.26414,0.10377,0.10912,0.0139,0.52461,0.49938,0.25827,0.3143,0.46948,0.0574,0.36276,0.90068,0.22692,0.37006,0.89947,-0.02965,0.31645,1.44375,0.28629,0.43326,1.41528,-0.10915,0.44384,1.1956,0.35716,0.42754,1.13598,0.01653,0.53244,1.40875,0.28976,0.65085,1.24199
580,0.11928,0.3998,1.50219,-0.03179,0.55027,0.08606,0.26509,0.1065,0.11103,0.01294,0.52278,0.5002,0.25822,0.31964,0.46984,0.05545,0.36049,0.90142,0.22466,0.37297,0.89996,-0.02601,0.3086,1.44874,0.27993,0.44992,1.41926,-0.11351,0.42984,1.2002,0.35789,0.46434,1.14218,0.01292,0.53008,1.40766,0.27631,0.67936,1.25515
581,0.11544,0.40261,1.5043,-0.03091,0.54997,0.08694,0.2656,0.10936,0.11285,0.0121,0.5208,0.50115,0.25847,0.32524,0.47001,0.05376,0.35785,0.9022,0.22252,0.37532,0.90034,-0.0217,0.30214,1.45357,0.27312,0.46627,1.42354,-0.11712,0.41564,1.2043,0.35581,0.50305,1.14992,0.00964,0.52892,1.40474,0.26232,0.70775,1.27242
582,0.11166,0.40509,1.50613,-0.03027,0.54989,0.088,0.26596,0.11241,0.11478,0.01115,0.51895,0.50225,0.25888,0.33113,0.4702,0.05222,0.35521,0.90303,0.22048,0.37697,0.90079,-0.01669,0.29765,1.45719,0.26607,0.48175,1.42812,-0.12034,0.40244,1.20738,0.34996,0.54272,1.15923,0.00561,0.52787,1.40098,0.2471,0.73517,1.29351
583,0.10816,0.40757,1.50767,-0.02995,0.54974,0.08894,0.26624,0.11554,0.11683,0.00982,0.51728,0.50323,0.25921,0.33715,0.47046,0.05066,0.35289,0.90377,0.21849,0.3777,0.90136,-0.0109,0.29503,1.45943,0.25897,0.49624,1.43276,-0.12297,0.39015,1.20939,0.34008,0.58218,1.1699,0.00095,0.52562,1.39746,0.2304,0.76098,1.31704
584,0.10513,0.41054,1.50885,-0.02992,0.54922,0.08945,0.26639,0.11849,0.11891,0.00822,0.51567,0.50381,0.25939,0.34313,0.47063,0.0489,0.35096,0.90423,0.2165,0.37735,0.90187,-0.00432,0.29366,1.46094,0.25169,0.50992,1.43731,-0.12435,0.37818,1.21079,0.32715,0.62024,1.18198,-0.00353,0.5211,1.39532,0.21288,0.78494,1.34155
585,0.10265,0.41427,1.50939,-0.03029,0.54843,0.08959,0.26651,0.12106,0.12091,0.00673,0.51422,0.50399,0.25957,0.34908,0.47045,0.04694,0.34919,0.90433,0.21446,0.37606,0.90198,0.00284,0.29286,1.46235,0.24376,0.52313,1.44206,-0.12388,0.36645,1.21204,0.31284,0.65578,1.1957,-0.00703,0.51374,1.3957,0.19556,0.80694,1.36612
586,0.10073,0.41863,1.50898,-0.03115,0.54759,0.08968,0.26671,0.12317,0.12283,0.00554,0.5131,0.50409,0.26007,0.35504,0.46984,0.04491,0.34725,0.90417,0.21241,0.37417,0.90151,0.01022,0.29203,1.46364,0.23491,0.53602,1.44733,-0.12154,0.35572,1.21322,0.29852,0.68815,1.21097,-0.00929,0.50422,1.39876,0.17886,0.82684,1.39012
587,0.0992,0.42336,1.50755,-0.03243,0.54687,0.08995,0.267,0.12494,0.12475,0.00442,0.51224,0.50433,0.26106,0.36096,0.46895,0.04296,0.34511,0.90396,0.21043,0.37212,0.90057,0.0174,0.29083,1.46435,0.22548,0.54826,1.45282,-0.1179,0.34683,1.21398,0.2847,0.71747,1.22717,-0.01101,0.49474,1.40312,0.1623,0.8445,1.41299
588,0.0975,0.42817,1.50541,-0.03393,0.54627,0.09031,0.26733,0.12656,0.12666,0.00312,0.51149,0.50466,0.26254,0.36674,0.468,0.04117,0.34314,0.90383,0.20859,0.37033,0.89934,0.02389,0.28948,1.46421,0.21609,0.55929,1.45765,-0.1138,0.33992,1.21396,0.27157,0.74409,1.24357,-0.0135,0.48779,1.40671,0.14518,0.85967,1.43414
589,0.095,0.43294,1.5029,-0.03551,0.54569,0.09057,0.2677,0.12825,0.12847,0.00169,0.51085,0.5049,0.26439,0.37238,0.46701,0.0396,0.34184,0.9038,0.20695,0.3692,0.8979,0.02923,0.28871,1.46352,0.2073,0.56869,1.46107,-0.10975,0.3343,1.21305,0.25931,0.76803,1.25952,-0.01746,0.48424,1.40819,0.12752,0.87228,1.45294
590,0.09149,0.43761,1.50025,-0.03713,0.54502,0.09062,0.26823,0.13011,0.13003,0.00027,0.51043,0.50496,0.26644,0.37796,0.46587,0.03842,0.34121,0.90375,0.20565,0.36885,0.89622,0.03314,0.28912,1.46291,0.19959,0.57626,1.46283,-0.10573,0.32929,1.21146,0.24801,0.7888,1.2743,-0.0224,0.48321,1.40753,0.11004,0.88246,1.46883
591,0.08735,0.44204,1.49769,-0.03863,0.54424,0.09054,0.2691,0.13206,0.13138,-0.00108,0.51031,0.50492,0.26838,0.38346,0.46457,0.03771,0.34078,0.90352,0.20474,0.36917,0.89437,0.03554,0.29054,1.46283,0.19331,0.58199,1.46319,-0.10169,0.32483,1.20961,0.23773,0.80576,1.2871,-0.0271,0.48356,1.40536,0.09366,0.89026,1.4814
592,0.08319,0.44597,1.49548,-0.03983,0.54349,0.09037,0.27049,0.13399,0.13271,-0.00237,0.51053,0.50483,0.26986,0.38889,0.46323,0.03735,0.34025,0.90301,0.20407,0.37,0.89253,0.03637,0.29242,1.46324,0.18837,0.58615,1.46262,-0.09796,0.32114,1.20778,0.22869,0.81863,1.29714,-0.03093,0.4848,1.40221,0.07927,0.89576,1.49047
593,0.07942,0.44923,1.49364,-0.04052,0.54301,0.09005,0.27245,0.1359,0.13419,-0.0036,0.51107,0.50464,0.27063,0.39439,0.46191,0.03713,0.3398,0.9023,0.20344,0.37143,0.89079,0.03573,0.29458,1.46389,0.18433,0.58936,1.46144,-0.095,0.31806,1.20604,0.22116,0.82779,1.30378,-0.03437,0.48664,1.39835,0.06783,0.89959,1.49608
594,0.07586,0.45187,1.49195,-0.04047,0.54295,0.08948,0.27483,0.13787,0.13586,-0.00458,0.51182,0.50423,0.27073,0.40011,0.46057,0.03703,0.33977,0.90146,0.20282,0.37367,0.88914,0.03388,0.29723,1.46436,0.18084,0.59227,1.4597,-0.09309,0.31535,1.20422,0.215,0.83411,1.30672,-0.03813,0.48866,1.39401,0.05989,0.90282,1.49873
595,0.07213,0.45405,1.49015,-0.03963,0.54323,0.08867,0.27745,0.1399,0.13766,-0.00512,0.51276,0.50358,0.27037,0.40604,0.45912,0.03715,0.34007,0.90046,0.20232,0.37669,0.88748,0.03114,0.30035,1.46416,0.17767,0.59524,1.45732,-0.09228,0.31331,1.202,0.20958,0.83851,1.30612,-0.04231,0.4904,1.38967,0.05518,0.90611,1.4991
596,0.06819,0.45599,1.48813,-0.0382,0.54367,0.08772,0.28021,0.14202,0.13946,-0.00517,0.51412,0.50282,0.26968,0.4121,0.45752,0.03756,0.34038,0.89919,0.20196,0.38012,0.88575,0.02763,0.3034,1.46282,0.1745,0.59832,1.4543,-0.09262,0.31256,1.19903,0.20444,0.84148,1.30253,-0.04666,0.49179,1.38569,0.05294,0.9095,1.49765
597,0.06439,0.45788,1.48582,-0.03646,0.54408,0.08678,0.28303,0.14433,0.14121,-0.00488,0.5161,0.5021,0.26875,0.41829,0.45579,0.03811,0.34043,0.8976,0.20165,0.38351,0.88389,0.02339,0.30585,1.46024,0.17104,0.60109,1.45081,-0.09418,0.31311,1.19519,0.19992,0.8429,1.29669,-0.05097,0.49304,1.38183,0.05269,0.91264,1.49445
598,0.06086,0.45977,1.48317,-0.03448,0.54444,0.08591,0.28572,0.14689,0.14288,-0.00432,0.51865,0.50147,0.26767,0.42465,0.45391,0.03866,0.3403,0.89577,0.20128,0.38666,0.88185,0.01856,0.30773,1.45674,0.16733,0.60301,1.44705,-0.09687,0.31427,1.19073,0.19673,0.84246,1.28937,-0.05506,0.49427,1.37762,0.05429,0.91525,1.48952
599,0.05741,0.46178,1.48017,-0.03231,0.54487,0.08501,0.28801,0.14968,0.14447,-0.00354,0.52158,0.50082,0.26647,0.43119,0.45189,0.03917,0.34027,0.89379,0.2009,0.38959,0.87962,0.01356,0.30948,1.45281,0.16367,0.60411,1.44307,-0.10026,0.31538,1.18609,0.19492,0.84047,1.28115,-0.05884,0.49557,1.37289,0.05756,0.91747,1.48327
600,0.05391,0.4642,1.47683,-0.03016,0.54535,0.08396,0.28966,0.15266,0.14602,-0.00268,0.52486,0.50001,0.26509,0.43788,0.44977,0.03976,0.34056,0.89161,0.2007,0.39236,0.87728,0.00889,0.3114,1.4488,0.16029,0.605,1.43883,-0.10389,0.3163,1.18162,0.19379,0.83788,1.27238,-0.06245,0.49713,1.3678,0.062,0.91984,1.47625
601,0.05047,0.46727,1.47311,-0.02833,0.54571,0.08281,0.29062,0.1558,0.14755,-0.00195,0.52872,0.49908,0.26367,0.44463,0.44766,0.04052,0.34102,0.88907,0.20079,0.3949,0.87493,0.00464,0.31353,1.44486,0.15725,0.60618,1.43432,-0.10752,0.31744,1.1774,0.19256,0.83549,1.26335,-0.0661,0.49915,1.36271,0.06687,0.92273,1.46886
602,0.04712,0.47075,1.46907,-0.02698,0.54583,0.08175,0.29102,0.15906,0.149,-0.00146,0.53323,0.49824,0.26243,0.45133,0.44562,0.04142,0.34125,0.88609,0.20107,0.3971,0.87255,0.00042,0.31584,1.44103,0.15461,0.60765,1.42962,-0.11118,0.31934,1.17333,0.19096,0.83352,1.25435,-0.06985,0.50159,1.35814,0.07137,0.92595,1.46124
603,0.04376,0.47398,1.46485,-0.02601,0.5458,0.08093,0.29103,0.16238,0.15014,-0.00121,0.53802,0.49757,0.26146,0.45779,0.44353,0.04226,0.34111,0.88288,0.20128,0.39886,0.87001,-0.00418,0.31839,1.4373,0.15229,0.60919,1.42477,-0.11497,0.3222,1.16928,0.18928,0.83193,1.24566,-0.07351,0.50431,1.35419,0.07488,0.92897,1.45338
604,0.04033,0.47648,1.4606,-0.02529,0.54587,0.08026,0.29073,0.16564,0.15078,-0.00113,0.5426,0.49701,0.26062,0.46383,0.44129,0.04292,0.34085,0.87974,0.20137,0.40022,0.86723,-0.00918,0.3212,1.43355,0.15017,0.61065,1.41962,-0.11906,0.32563,1.16515,0.18806,0.83068,1.23738,-0.07685,0.50738,1.35026,0.07725,0.93139,1.44529
605,0.03693,0.47836,1.45636,-0.02479,0.54615,0.07961,0.29026,0.16872,0.15103,-0.00111,0.54686,0.49639,0.25975,0.46938,0.43894,0.04351,0.34078,0.87675,0.20151,0.40139,0.86435,-0.01431,0.32416,1.42959,0.14821,0.61185,1.41405,-0.12348,0.32888,1.16092,0.18753,0.8297,1.2295,-0.07984,0.5107,1.34562,0.0787,0.93321,1.43709
606,0.03369,0.47997,1.45218,-0.02451,0.54641,0.07889,0.28989,0.1715,0.15119,-0.00095,0.55094,0.49565,0.25893,0.47442,0.43666,0.04413,0.34098,0.87382,0.20179,0.40249,0.86157,-0.01915,0.32705,1.42534,0.14649,0.61259,1.40822,-0.12806,0.33143,1.15655,0.18739,0.82876,1.22206,-0.08261,0.51372,1.34035,0.07964,0.93458,1.42904
607,0.03069,0.48153,1.4482,-0.02435,0.54639,0.07813,0.2898,0.1738,0.15148,-0.00053,0.55487,0.49482,0.25835,0.47888,0.43461,0.04464,0.34123,0.8709,0.20204,0.40348,0.85902,-0.02339,0.32951,1.42087,0.14492,0.61299,1.40258,-0.13247,0.33334,1.15214,0.18727,0.82771,1.21507,-0.08531,0.51589,1.33525,0.08044,0.93561,1.42145
608,0.02793,0.48305,1.44461,-0.02426,0.54613,0.07744,0.28998,0.17543,0.15198,0.00017,0.55851,0.49399,0.25807,0.48261,0.43276,0.04483,0.34138,0.86814,0.20199,0.40431,0.85668,-0.02697,0.33123,1.41641,0.14312,0.61349,1.3976,-0.13645,0.33508,1.14784,0.18715,0.8265,1.20853,-0.08803,0.51728,1.33097,0.0813,0.93618,1.41448
609,0.02542,0.48461,1.44143,-0.02426,0.54583,0.07686,0.29027,0.1763,0.15258,0.00099,0.56171,0.49325,0.25794,0.48555,0.43104,0.04463,0.34149,0.8657,0.20159,0.40494,0.85449,-0.0301,0.33233,1.41218,0.1408,0.61442,1.39354,-0.13987,0.337,1.14374,0.18724,0.82506,1.20241,-0.09078,0.51836,1.32753,0.08218,0.93617,1.408
610,0.02323,0.48638,1.43852,-0.02445,0.54564,0.07641,0.29063,0.17665,0.15315,0.00169,0.56439,0.49263,0.25786,0.48773,0.4295,0.04413,0.34166,0.86373,0.20101,0.40534,0.85254,-0.03317,0.33341,1.40841,0.13822,0.61558,1.3903,-0.14267,0.33912,1.13989,0.18746,0.82341,1.19681,-0.09352,0.51961,1.3245,0.08278,0.9358,1.40189
611,0.02137,0.48837,1.4358,-0.02478,0.54561,0.0761,0.29113,0.17673,0.15361,0.00203,0.56644,0.49218,0.25784,0.48928,0.42824,0.04346,0.34189,0.86229,0.20035,0.4055,0.85092,-0.03651,0.33503,1.40533,0.13596,0.61653,1.38747,-0.14487,0.3412,1.13635,0.18746,0.82188,1.19193,-0.09617,0.52146,1.32132,0.08279,0.93551,1.39633
612,0.01958,0.49041,1.43335,-0.02505,0.54579,0.07593,0.29192,0.17668,0.15396,0.0019,0.56783,0.49193,0.25797,0.49027,0.42732,0.04265,0.34206,0.86138,0.1996,0.40547,0.84968,-0.04007,0.33726,1.40295,0.13427,0.61717,1.38479,-0.14662,0.34309,1.13325,0.18694,0.8209,1.18786,-0.09863,0.52415,1.31762,0.08208,0.93554,1.39161
613,0.01754,0.49229,1.43125,-0.02507,0.54612,0.07584,0.29299,0.17649,0.15413,0.00145,0.56869,0.49184,0.2583,0.49072,0.42667,0.04175,0.34216,0.86087,0.19878,0.40527,0.84873,-0.04352,0.33976,1.40102,0.13294,0.61784,1.38237,-0.14806,0.34477,1.13051,0.18593,0.82054,1.18448,-0.10086,0.52745,1.31349,0.08082,0.93574,1.38778
614,0.01513,0.49395,1.42956,-0.02488,0.54645,0.07578,0.29414,0.17619,0.1541,0.00107,0.56925,0.49181,0.2588,0.49068,0.42625,0.04085,0.34218,0.86056,0.19804,0.40485,0.84805,-0.04658,0.34207,1.39923,0.13172,0.61887,1.38045,-0.14917,0.34627,1.12796,0.1846,0.82059,1.18152,-0.10294,0.53084,1.30927,0.07922,0.93592,1.38461
615,0.01255,0.49549,1.42826,-0.02465,0.54664,0.07577,0.29514,0.17576,0.15396,0.00107,0.56972,0.4918,0.25943,0.49024,0.42607,0.04009,0.34205,0.86026,0.19747,0.40419,0.84766,-0.04921,0.34382,1.3975,0.13047,0.62032,1.37899,-0.14975,0.34765,1.12546,0.18315,0.82093,1.17889,-0.10497,0.53397,1.30534,0.07743,0.936,1.38195
616,0.01008,0.49704,1.42727,-0.02449,0.5466,0.07586,0.29586,0.17521,0.15378,0.00144,0.57022,0.49184,0.26012,0.48952,0.42608,0.03942,0.34175,0.85992,0.197,0.40343,0.84749,-0.05147,0.34494,1.39587,0.12911,0.622,1.37781,-0.1497,0.34924,1.12299,0.1818,0.82159,1.17669,-0.10675,0.53679,1.30204,0.07559,0.93596,1.37988
617,0.00783,0.4986,1.4266,-0.02439,0.54647,0.07606,0.29631,0.17453,0.15359,0.00192,0.57079,0.49198,0.26071,0.48863,0.42615,0.03875,0.34143,0.85962,0.19646,0.40283,0.84745,-0.05359,0.34585,1.39439,0.12759,0.62362,1.37682,-0.14913,0.35143,1.12059,0.18065,0.8225,1.1751,-0.10776,0.5393,1.29968,0.07375,0.93588,1.37849
618,0.00583,0.49987,1.42633,-0.02429,0.54649,0.07628,0.29657,0.17372,0.15346,0.00231,0.57127,0.49215,0.26107,0.48768,0.4262,0.03798,0.3413,0.85952,0.1958,0.40243,0.84745,-0.05575,0.34702,1.39317,0.12611,0.62496,1.37609,-0.14836,0.35415,1.11839,0.17964,0.82353,1.17419,-0.10786,0.54146,1.29826,0.07182,0.93584,1.37769
619,0.0041,0.50067,1.42651,-0.02419,0.54671,0.07633,0.2967,0.17288,0.15334,0.00258,0.57133,0.4922,0.26133,0.4867,0.42627,0.03708,0.34135,0.85969,0.1951,0.40194,0.84747,-0.0579,0.34846,1.39231,0.12505,0.6259,1.37568,-0.14786,0.3568,1.11669,0.17853,0.82459,1.17388,-0.1076,0.54334,1.29741,0.06972,0.93585,1.37742
620,0.00275,0.5012,1.42706,-0.02414,0.5469,0.07612,0.29669,0.17219,0.15307,0.0028,0.57073,0.49202,0.26181,0.48562,0.42651,0.03614,0.34136,0.86,0.19447,0.40108,0.84758,-0.05987,0.34985,1.39183,0.12474,0.62645,1.37561,-0.14805,0.35901,1.11566,0.17717,0.82558,1.17397,-0.10771,0.5452,1.29673,0.06752,0.93561,1.37773
621,0.00188,0.502,1.42775,-0.02415,0.54681,0.07566,0.2965,0.17172,0.1526,0.00306,0.56958,0.49161,0.26264,0.48435,0.42707,0.03528,0.34117,0.86028,0.19396,0.39999,0.84796,-0.06167,0.35095,1.39159,0.12521,0.62668,1.37588,-0.149,0.36097,1.11518,0.17563,0.82638,1.1743,-0.10849,0.54729,1.29608,0.0654,0.93473,1.37866
622,0.00153,0.50341,1.42836,-0.02416,0.54637,0.07511,0.29604,0.17135,0.15213,0.00339,0.56827,0.49108,0.26365,0.48301,0.42788,0.03457,0.3408,0.86042,0.19346,0.39914,0.84862,-0.06352,0.35194,1.3914,0.1262,0.6266,1.37641,-0.15044,0.36304,1.11491,0.17405,0.82691,1.1748,-0.10951,0.54951,1.29555,0.06363,0.93309,1.38018
623,0.00149,0.50526,1.42886,-0.02413,0.54576,0.07456,0.29526,0.17096,0.15189,0.00371,0.567,0.49055,0.26449,0.48179,0.42876,0.03384,0.34048,0.86055,0.19282,0.39872,0.8494,-0.06572,0.35322,1.39121,0.12728,0.62627,1.37697,-0.15206,0.36535,1.11457,0.17257,0.82725,1.17543,-0.11013,0.55155,1.29526,0.06241,0.93102,1.38218
624,0.00139,0.50703,1.42928,-0.02413,0.54521,0.0741,0.29416,0.17052,0.15193,0.00386,0.56571,0.49011,0.26491,0.48079,0.42959,0.0329,0.34043,0.86096,0.19201,0.39838,0.85015,-0.06842,0.35512,1.39107,0.12803,0.62594,1.37739,-0.15367,0.36787,1.11413,0.17121,0.82769,1.17616,-0.11027,0.55321,1.29536,0.0617,0.929,1.38447
625,0.00097,0.50851,1.42967,-0.02414,0.54486,0.07381,0.29284,0.17006,0.15214,0.00367,0.5643,0.48988,0.26483,0.47991,0.4304,0.03176,0.34068,0.86181,0.19119,0.39772,0.85088,-0.07136,0.35759,1.391,0.12832,0.62593,1.37764,-0.15531,0.37072,1.11367,0.17002,0.82852,1.17694,-0.11051,0.5546,1.29604,0.06134,0.92722,1.38693
